ID	LONGITUDE	LATITUDE	STREET	SUBURB	RESTRICTIONS	RESTRICTED_DAYS_AND_TIMES
982	153.0565929	-27.494876	HOLDSWORTH STREET	COORPAROO	Loading Zone	
983	153.018944	-27.46785055	HERSCHEL STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  7pm MON-FRI
984	152.9993012	-27.45869315	LATROBE TERRACE	PADDINGTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 6am -  6pm MON-FRI 6 -  9am SAT-SUN
985	153.0524919	-27.49973392	KIRKLAND AVENUE	COORPAROO	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
986	153.0268503	-27.46205708	WHARF STREET	SPRING HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
987	153.0036592	-27.43234651	BANKS STREET	NEWMARKET	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
988	153.0487439	-27.42924953	LAPRAIK STREET	ASCOT	Loading Zone Passengers 2 Min. Max	_DayOfWeek nullrn 1 7 AM -  9 AM nullt24 07-09t48 14-18dow null_DayOfWeek nullrn 2 2 PM -  4 PM SCHOOL DAYSt24 14-16t48 28-32dow 8
989	153.0308696	-27.46519317	QUEEN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  4pm MON-FRI 5am -  11am SAT
990	152.9717125	-27.60048937	WIRRAWAY PARADE	INALA	Loading Zone	
991	153.0225906	-27.46985878	GEORGE STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
992	153.0419635	-27.42846737	BIRKBECK STREET	ALBION	Loading Zone	 9am -  3pm MON-FRI 6am -  6pm SAT
993	153.0156476	-27.47175153	HOPE STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
994	153.0307626	-27.51715306	FERNDALE STREET	ANNERLEY	Loading Zone Passengers 2 Min. Max	 8 -  8 30am  2 30pm -  3 30pm MON-FRI
995	153.003603	-27.47316403	GARDNER CLOSE	MILTON	Loading Zone	
996	153.0706991	-27.41347731	HEDLEY AVENUE	HENDRA	Loading Zone	
997	153.0228785	-27.46802974	ROMA STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	
998	153.0193596	-27.46432444	PARKLAND BOULEVARD	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	
999	153.0277061	-27.47834386	GARDENS POINT ROAD	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1000	153.0453791	-27.44003048	HIGGS STREET	ALBION	Loading Zone	
1001	152.9879005	-27.48699522	KENSINGTON TERRACE	TOOWONG	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1002	152.9826653	-27.53808477	CLEWLEY STREET	CORINDA	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30 -  3 SCHOOLDAYS
1003	153.0405114	-27.45574884	WANDOO STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1004	153.0612225	-27.40218066	ASPINALL STREET	NUNDAH	Loading Zone	
1005	153.0052177	-27.47239964	PARK ROAD	MILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	_DayOfWeek nullrn 1 7 AM -  4 PM MON-FRIt24 07-16t48 14-32dow 1-5
1006	153.0376611	-27.45703197	MCLACHLAN STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI
1007	153.0253927	-27.48426446	GRAHAM STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1008	153.0218449	-27.47882469	GREY STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1009	153.0418681	-27.45394287	PROE STREET	NEWSTEAD	Loading Zone	 7am -  6pm MON-FRI 7am -  12noon SAT
1010	153.0550504	-27.49662432	OLD CLEVELAND ROAD	COORPAROO	Loading Zone	
1011	153.0271969	-27.46851272	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 ALL OTHER TIMES  -  
1012	152.9798693	-27.53918954	WATT STREET	CORINDA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1013	153.0651292	-27.32081859	RAINBOW STREET	SANDGATE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1014	152.9795914	-27.53905801	RUTHVEN STREET	CORINDA	Loading Zone Passengers 2 Min. Max	
1015	153.0341081	-27.44737146	TUFTON STREET	BOWEN HILLS	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1016	153.0230966	-27.49533952	WATERVIEW TERRACE	DUTTON PARK	Loading Zone Passengers 2 Min. Max	 8 30 -  9 30am SCHOOLDAYS
1017	153.0588527	-27.32514741	BOARD STREET	DEAGON	Loading Zone	
1018	152.9912166	-27.40411234	FALLON STREET	EVERTON PARK	Loading Zone Passengers 2 Min. Max	 MON-FRI 8 00AM -  4 00PM
1019	153.012771	-27.44898531	LESTRANGE TERRACE	KELVIN GROVE	Loading Zone Passengers 2 Min. Max	 SCHOOLDAYS 7 30AM -  5 30PM
1020	153.0365086	-27.47086948	DARRAGH STREET	KANGAROO POINT	Loading Zone	
1021	153.0155586	-27.47162109	HOPE STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1022	153.0167473	-27.48707042	DORNOCH TERRACE	HIGHGATE HILL	Loading Zone Passengers 2 Min. Max	
1023	153.0355028	-27.45776069	WARNER STREET	FORTITUDE VALLEY	Loading Zone	
1024	153.0273843	-27.47078497	CHARLOTTE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  2pm MON-FRI
1025	153.0591756	-27.51950962	CROWN STREET	HOLLAND PARK WEST	Loading Zone Passengers 2 Min. Max	 2 30am -  3 30pm SCHOOLDAYS
1026	153.0316758	-27.50385491	ANNERLEY ROAD	ANNERLEY	Loading Zone Passengers 2 Min. Max	
1027	153.03606	-27.45920429	BRUNSWICK STREET	FORTITUDE VALLEY	Loading Zone	  -   ALL OTHER TIMES
1028	153.0307482	-27.45944811	BARRY PARADE	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 MON-FRI 8 00AM -  5 30PM SAT 8 00AM -  12 00PM
1029	153.0158295	-27.48007692	BESANT STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	  3 00PM -  4 00PM MON-FRI 6 00PM -  7 00PM  8 30AM -  9 30AM SAT 11 00AM -  12 00PM
1030	153.034316	-27.4567325	WICKHAM STREET	FORTITUDE VALLEY	Loading Zone Passengers 2 Min. Max	 ALL OTHER TIMES  -  
1031	153.0199607	-27.45925511	GREGORY TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	 7 30 -  9  2 30 -  5pm MON-FRI
1032	153.0629541	-27.45193373	OXFORD STREET	BULIMBA	Loading Zone	
1033	153.008405	-27.47461628	HOCKINGS STREET	SOUTH BRISBANE	Loading Zone	
1034	152.9992218	-27.42457661	SAMFORD ROAD	ALDERLEY	Loading Zone	
1035	153.0418805	-27.4982293	JUNCTION STREET	WOOLLOONGABBA	Loading Zone	 8am -  5 30pm MON-FRI
1036	153.029069	-27.46517306	ADELAIDE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  7pm MON-FRI
1037	152.9787961	-27.48627873	BYWONG STREET	TOOWONG	Loading Zone Passengers 2 Min. Max	
1038	153.0195083	-27.48457031	BLAKENEY STREET	HIGHGATE HILL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1039	153.0366292	-27.56811019	BEATON STREET	COOPERS PLAINS	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm DAILY
1040	153.0184045	-27.47789975	MERIVALE STREET	SOUTH BRISBANE	Loading Zone	  -   ALL OTHER TIMES
1041	153.015025	-27.45148254	VICTORIA PARK ROAD	KELVIN GROVE	Loading Zone	 12noon -  4pm MON-FRI
1042	152.9684753	-27.59420339	LILAC STREET	INALA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1043	153.1747458	-27.44472628	BAY TERRACE	WYNNUM	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI
1044	153.0083222	-27.46744699	GRANZELLA STREET	MILTON	Loading Zone	 7am -  7pm MON-FRI
1045	153.0537877	-27.42592999	CROMBIE STREET	CLAYFIELD	Loading Zone Passengers 2 Min. Max	_DayOfWeek nullrn 1 7 AM -  9 AM nullt24 07-09t48 14-18dow null SCHOOL DAYS 2 00PM -  4 00PM
1046	153.1547429	-27.45473774	WYNNUM ROAD	WYNNUM WEST	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1047	153.0219754	-27.48105501	COLCHESTER STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
1048	152.8950681	-27.53249325	GRANDVIEW ROAD	PULLENVALE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1049	153.050046	-27.45964684	MACQUARIE STREET	TENERIFFE	Loading Zone	 7am -  7pm MON-SAT
1050	153.0381861	-27.45107445	LIGHT STREET	FORTITUDE VALLEY	Loading Zone Passengers 2 Min. Max	 9am -  5 30pm MON-FRI 8am -  12noon SAT
1051	152.9798572	-27.53808584	AIDANS WAY	CORINDA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1052	153.0411737	-27.32510851	BINBURRA STREET	BRACKEN RIDGE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1053	153.0298819	-27.46330775	ANN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 11am -  2pm MON-FRI
1054	152.9286711	-27.40266418	FINVOY STREET	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1055	153.081399	-27.44326179	MACARTHUR AVENUE	HAMILTON	Loading Zone Passengers 2 Min. Max	
1056	152.9745559	-27.41118124	BLACKWOOD STREET	MITCHELTON	Loading Zone Passengers 2 Min. Max	
1057	153.059837	-27.57645985	BOORMAN STREET	SUNNYBANK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1058	153.0359877	-27.45873509	MCLACHLAN STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1059	153.0318437	-27.45705825	ALFRED STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1060	153.0032901	-27.43248414	BANKS STREET	NEWMARKET	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1061	153.0445226	-27.5003436	CLEVELAND STREET	STONES CORNER	Loading Zone	
1062	153.0704732	-27.48414321	MACROSSAN AVENUE	NORMAN PARK	Loading Zone Passengers 2 Min. Max	
1063	153.0562992	-27.42488218	ENDERLEY ROAD	CLAYFIELD	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1064	152.9793125	-27.51763622	ACACIA AVENUE	GRACEVILLE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
